,Data,Label 
10093,$agency_type_1.en,
10094,$agency_type_2,
10095,$agency_types_allowed,
10096,$airtours_bc,
10097,$airtours_bc_code,
10098,$bank_accounts.account_number,CCN
10099,$bank_accounts.bank_city,CITY
10100,$bank_accounts.bank_code,
10101,$bank_accounts.bank_country_code.de,CC
10102,$bank_accounts.bank_country_code.en,CC
10103,$bank_accounts.bank_country_code.iso1,CC
10104,$bank_accounts.bank_country_code.iso2,CC
10105,$bank_accounts.bank_country_code.iso3,CC
10106,$bank_accounts.bank_name,
10107,$bank_accounts.bic,
10108,$bank_accounts.currency,
10109,$bank_accounts.iban,CCN
10110,$bank_accounts.sepa_mandate_reference,
10111,$bank_accounts.sepa_valid_from,
10112,$bank_accounts.valid_from,
10113,$bank_accounts.valid_through,
10114,$billing_agency,
10115,$billing_documents_email,EMAIL
10116,$billing_documents_online,
10117,$billing_documents_other_email,EMAIL
10118,$billing_documents_other_online,
10119,$billing_shipping_agency,
10120,$brands.brand.brand_name,
10121,$brands.brand.client.code,
10122,$brands.brand.client.de,
10123,$brands.brand.client.en,
10124,$brands.brand.short_name,
10125,$brands.contract_end,
10126,$brands.contract_start,
10127,$brands.product_type,
10128,$brands.statecode,
10129,$brands.status,
10130,$bs_number,
10131,$bs_number_str,
10132,$catalog_language,
10133,$ch_bonus_card_flag,
10134,$ch_crs,
10135,$ch_customer_hedge,
10136,$ch_system,
10137,$ch_transmission_type,
10138,$channel_target,
10139,$check_fly,
10140,$client.code,
10141,$client.de,
10142,$client.en,
10143,$commision_set.client.code,
10144,$commision_set.client.de,
10145,$commision_set.client.en,
10146,$commision_set.commissions.booking_from,
10147,$commision_set.commissions.booking_to,
10148,$commision_set.commissions.brand.brand_name,
10149,$commision_set.commissions.brand.client.code,
10150,$commision_set.commissions.brand.client.de,
10151,$commision_set.commissions.brand.client.en,
10152,$commision_set.commissions.brand.short_name,
10153,$commision_set.commissions.commission,
10154,$commision_set.commissions.component_category,
10155,$commision_set.commissions.component_type,
10156,$commision_set.commissions.departure_from,
10157,$commision_set.commissions.depature_to,
10158,$commision_set.commissions.extra_component_type_accomodation,
10159,$commision_set.commissions.extra_component_type_ancillary,
10160,$commision_set.commissions.extra_component_type_flight,
10161,$commision_set.commissions.extra_component_type_transfer,
10162,$commision_set.commissions.haul_type,
10163,$commision_set.commissions.product_group,
10164,$commision_set.commissions.product_type,
10165,$commision_set.commissions.product_type_commercial,
10166,$commision_set.commissions.statecode,
10167,$commision_set.title,
10168,$commision_set.turnover_group,
10169,$commision_set.valid_from,
10170,$commision_set.valid_to,
10171,$commisions.details,
10172,$commisions.valid_from,
10173,$commisions.valid_through,
10174,$commisions.value,
10175,$commission_prepayment_rate,
10176,$commission_rate,
10177,$commission_rate_string,
10178,$contract_changed,
10179,$contract_end,
10180,$contract_retail_end,
10181,$contract_retail_start,
10182,$contract_start,
10183,$contract_type.code,
10184,$contract_type.de,
10185,$contract_type.en,
10186,$deposits.currency,
10187,$deposits.origin.code,
10188,$deposits.origin.de,
10189,$deposits.origin.en,
10190,$deposits.type.code,
10191,$deposits.type.de,
10192,$deposits.type.en,
10193,$deposits.valid_from,
10194,$deposits.valid_through,
10195,$deposits.value,
10196,$direct_inkasso,
10197,$disagio_controlling_flag,
10198,$einvoice,
10199,$entitled_to_commissions,
10200,$etickets,
10201,$final_settlement,
10202,$franchise,
10203,$id_agency_collection,
10204,$incentive,
10205,$incentive_code,
10206,$inkasso_type,
10207,$instant_transaction,
10208,$language_flag,
10209,$lock.reason.code,
10210,$lock.reason.de,
10211,$lock.reason.en,
10212,$lock.terminated_by,
10213,$lock.termination,
10214,$lock.valid_from,
10215,$lock.valid_through,
10216,$main_bs_number,
10217,$office_art.code,
10218,$office_art.de,
10219,$office_art.en,
10220,$office_type.code,
10221,$office_type.de,
10222,$office_type.en,
10223,$partner_level,
10224,$partner_level_code,
10225,$payment_method,
10226,$posters,
10227,$provalue.current_fiscal_year_flag.code,
10228,$provalue.current_fiscal_year_flag.de,
10229,$provalue.current_fiscal_year_flag.en,
10230,$provalue.current_fiscal_year_valid_from,
10231,$provalue.current_fiscal_year_valid_to,
10232,$provalue.following_fiscal_year_flag.code,
10233,$provalue.following_fiscal_year_flag.de,
10234,$provalue.following_fiscal_year_flag.en,
10235,$provalue.following_fiscal_year_valid_from,
10236,$provalue.following_fiscal_year_valid_to,
10237,$ranking_current_year,
10238,$ranking_last_year,
10239,$ranking_year_before_last,
10240,$revenue_class,
10241,$service_type_flag,
10242,$source_market,
10243,$source_market_country_flag.code,
10244,$source_market_country_flag.de,
10245,$source_market_country_flag.en,
10246,$static_ch_documents_email,EMAIL
10247,$static_documents_email,EMAIL
10248,$static_documents_online,
10249,$statistics_shipping_agency,
10250,$statuscode_retail,
10251,$storage_name.code,
10252,$storage_name.de,
10253,$storage_name.en,
10254,$support_structures.area,
10255,$support_structures.description,
10256,$support_structures.designator,
10257,$support_structures.manager,
10258,$support_structures.parent_support_structure.designator,
10259,$support_structures.parent_support_structure.type.code,
10260,$support_structures.parent_support_structure.type.de,
10261,$support_structures.parent_support_structure.type.en,
10262,$support_structures.regional_number,
10263,$support_structures.type.code,
10264,$support_structures.type.de,
10265,$support_structures.type.en,
10266,$taskmanager,
10267,$tickets_print_online,
10268,$transaction,
10269,$transfer_form,
10270,$travel_documents_print_neutral,
10271,$travel_documents_recipent,
10272,$travelagent_club,
10273,$travelagent_club_discount_percent,
10274,$travelagent_club_status_color,
10275,$tui_commision_set.client.code,
10276,$tui_commision_set.client.de,
10277,$tui_commision_set.client.en,
10278,$tui_commision_set.commissions.booking_from,
10279,$tui_commision_set.commissions.booking_to,
10280,$tui_commision_set.commissions.brand.brand_name,
10281,$tui_commision_set.commissions.brand.client.code,
10282,$tui_commision_set.commissions.brand.client.de,
10283,$tui_commision_set.commissions.brand.client.en,
10284,$tui_commision_set.commissions.brand.short_name,
10285,$tui_commision_set.commissions.commission,
10286,$tui_commision_set.commissions.component_category,
10287,$tui_commision_set.commissions.component_type,
10288,$tui_commision_set.commissions.departure_from,
10289,$tui_commision_set.commissions.depature_to,
10290,$tui_commision_set.commissions.extra_component_type_accomodation,
10291,$tui_commision_set.commissions.extra_component_type_ancillary,
10292,$tui_commision_set.commissions.extra_component_type_flight,
10293,$tui_commision_set.commissions.extra_component_type_transfer,
10294,$tui_commision_set.commissions.haul_type,
10295,$tui_commision_set.commissions.product_group,
10296,$tui_commision_set.commissions.product_type,
10297,$tui_commision_set.commissions.product_type_commercial,
10298,$tui_commision_set.commissions.statecode,
10299,$tui_commision_set.title,
10300,$tui_commision_set.turnover_group,
10301,$tui_commision_set.valid_from,
10302,$tui_commision_set.valid_to,
10303,$tui_stars_provision,
10304,$tui_stars_provision_string,
10305,$turnover_group,
10306,$vat,
10307,$website_flag,
10308,$send_email_confirmation,
10309,$agency_value,
10310,$agency_relations.agency.agency_number,
10311,$agency_relations.agency.href,
10312,$agency_relations.booking_label,
10313,$crs,
10314,$crs_establishment.agency.administrative_region,
10315,$crs_establishment.agency.agency_number,
10316,$crs_establishment.agency.business_hours.afternoon_from,
10317,$crs_establishment.agency.business_hours.afternoon_till,
10318,$crs_establishment.agency.business_hours.id,
10319,$crs_establishment.agency.business_hours.morning_from,
10320,$crs_establishment.agency.business_hours.morning_till,
10321,$crs_establishment.agency.business_hours.sort_number,
10322,$crs_establishment.agency.business_hours.weekday.code,
10323,$crs_establishment.agency.business_hours.weekday.de,
10324,$crs_establishment.agency.business_hours.weekday.en,
10325,$crs_establishment.agency.business_type,
10326,$crs_establishment.agency.contact.address.administrative_region,HADD
10327,$crs_establishment.agency.contact.address.administrative_region_code,HADD
10328,$crs_establishment.agency.contact.address.city,CITY
10329,$crs_establishment.agency.contact.address.country.de,CC
10330,$crs_establishment.agency.contact.address.country.en,CC
10331,$crs_establishment.agency.contact.address.country.iso1,CC
10332,$crs_establishment.agency.contact.address.country.iso2,CC
10333,$crs_establishment.agency.contact.address.country.iso3,CC
10334,$crs_establishment.agency.contact.address.county,HADD
10335,$crs_establishment.agency.contact.address.county_code,HADD
10336,$crs_establishment.agency.contact.address.county_name,HADD
10337,$crs_establishment.agency.contact.address.federalstate,HADD
10338,$crs_establishment.agency.contact.address.line_1,HADD
10339,$crs_establishment.agency.contact.address.line_2,HADD
10340,$crs_establishment.agency.contact.address.municipality,HADD
10341,$crs_establishment.agency.contact.address.municipality_code,HADD
10342,$crs_establishment.agency.contact.address.postoffice_box,HADD
10343,$crs_establishment.agency.contact.address.postoffice_code,HADD
10344,$crs_establishment.agency.contact.address.state_or_province,HADD
10345,$crs_establishment.agency.contact.address.zipcode,PC
10346,$crs_establishment.agency.contact.email_address,EMAIL
10347,$crs_establishment.agency.contact.fax.field_1,EMAIL
10348,$crs_establishment.agency.contact.fax.field_2,EMAIL
10349,$crs_establishment.agency.contact.fax.field_3,EMAIL
10350,$crs_establishment.agency.contact.fax.field_4,EMAIL
10351,$crs_establishment.agency.contact.fax.number,EMAIL
10352,$crs_establishment.agency.contact.fax_others.field_1,EMAIL
10353,$crs_establishment.agency.contact.fax_others.field_2,EMAIL
10354,$crs_establishment.agency.contact.fax_others.field_3,EMAIL
10355,$crs_establishment.agency.contact.fax_others.field_4,EMAIL
10356,$crs_establishment.agency.contact.fax_others.id,EMAIL
10357,$crs_establishment.agency.contact.fax_others.number,EMAIL
10358,$crs_establishment.agency.contact.fax_others.type.code,EMAIL
10359,$crs_establishment.agency.contact.fax_others.type.de,EMAIL
10360,$crs_establishment.agency.contact.fax_others.type.en,EMAIL
10361,$crs_establishment.agency.contact.telephone.field_1,TN
10362,$crs_establishment.agency.contact.telephone.field_2,TN
10363,$crs_establishment.agency.contact.telephone.field_3,TN
10364,$crs_establishment.agency.contact.telephone.field_4,TN
10365,$crs_establishment.agency.contact.telephone.number,TN
10366,$crs_establishment.agency.contact.telephone_others.field_1,TN
10367,$crs_establishment.agency.contact.telephone_others.field_2,TN
10368,$crs_establishment.agency.contact.telephone_others.field_3,TN
10369,$crs_establishment.agency.contact.telephone_others.field_4,TN
10370,$crs_establishment.agency.contact.telephone_others.id,TN
10371,$crs_establishment.agency.contact.telephone_others.number,TN
10372,$crs_establishment.agency.contact.telephone_others.type.code,TN
10373,$crs_establishment.agency.contact.telephone_others.type.de,TN
10374,$crs_establishment.agency.contact.telephone_others.type.en,TN
10375,$crs_establishment.agency.contact.website_url,
10376,$crs_establishment.agency.corporation_number,
10377,$crs_establishment.agency.crs_establishments.booking_label,
10378,$crs_establishment.agency.crs_establishments.main_number,
10379,$crs_establishment.agency.crs_establishments.provider.code,
10380,$crs_establishment.agency.crs_establishments.provider.de,
10381,$crs_establishment.agency.crs_establishments.provider.en,
10382,$crs_establishment.agency.crs_establishments.sub_number,
10383,$crs_establishment.agency.customer_frequency,
10384,$crs_establishment.agency.external_numbers.agency_number,
10385,$crs_establishment.agency.external_numbers.number,
10386,$crs_establishment.agency.external_numbers.type.code,
10387,$crs_establishment.agency.external_numbers.type.de,
10388,$crs_establishment.agency.external_numbers.type.en,
10389,$crs_establishment.agency.id,
10390,$crs_establishment.agency.image_logo_url,
10391,$crs_establishment.agency.image_office_inside_url,
10392,$crs_establishment.agency.image_office_outside_url,
10393,$crs_establishment.agency.image_team_url,
10394,$crs_establishment.agency.is_test_agency,
10395,$crs_establishment.agency.last_modified_date,
10396,$crs_establishment.agency.legalform.code,
10397,$crs_establishment.agency.legalform.de,
10398,$crs_establishment.agency.legalform.en,
10399,$crs_establishment.agency.location,
10400,$crs_establishment.agency.location_size,
10401,$crs_establishment.agency.location_type,
10402,$crs_establishment.agency.main_agency_number,
10403,$crs_establishment.agency.name_1,
10404,$crs_establishment.agency.name_2,
10405,$crs_establishment.agency.number_employees,
10406,$crs_establishment.agency.postofficebox_ch,
10407,$crs_establishment.agency.pro_tui,
10408,$crs_establishment.agency.register_code,
10409,$crs_establishment.agency.register_entry,
10410,$crs_establishment.agency.retail_name,
10411,$crs_establishment.agency.sales_tax,
10412,$crs_establishment.agency.shopfront,
10413,$crs_establishment.agency.size,
10414,$crs_establishment.agency.state_or_provice,
10415,$crs_establishment.agency.survey_url,
10416,$crs_establishment.agency.tax_id,
10417,$crs_establishment.agency.trace_code,
10418,$crs_establishment.contracts.advanced_payment,
10419,$crs_establishment.contracts.agency_brand,
10420,$crs_establishment.contracts.agency_buisness_flag,
10421,$crs_establishment.contracts.agency_chain.country_code.de,
10422,$crs_establishment.contracts.agency_chain.country_code.en,
10423,$crs_establishment.contracts.agency_chain.country_code.iso1,
10424,$crs_establishment.contracts.agency_chain.country_code.iso2,
10425,$crs_establishment.contracts.agency_chain.country_code.iso3,
10426,$crs_establishment.contracts.agency_chain.direct_selling,
10427,$crs_establishment.contracts.agency_chain.flag,
10428,$crs_establishment.contracts.agency_chain.key_account,
10429,$crs_establishment.contracts.agency_chain.name,
10430,$crs_establishment.contracts.agency_chain.subgroup1_flag,
10431,$crs_establishment.contracts.agency_chain.subgroup1_name,
10432,$crs_establishment.contracts.agency_chain.subgroup2_flag,
10433,$crs_establishment.contracts.agency_chain.subgroup2_name,
10434,$crs_establishment.contracts.agency_cooperation.country_code.de,
10435,$crs_establishment.contracts.agency_cooperation.country_code.en,
10436,$crs_establishment.contracts.agency_cooperation.country_code.iso1,
10437,$crs_establishment.contracts.agency_cooperation.country_code.iso2,
10438,$crs_establishment.contracts.agency_cooperation.country_code.iso3,
10439,$crs_establishment.contracts.agency_cooperation.direct_selling,
10440,$crs_establishment.contracts.agency_cooperation.flag,
10441,$crs_establishment.contracts.agency_cooperation.key_account,
10442,$crs_establishment.contracts.agency_cooperation.name,
10443,$crs_establishment.contracts.agency_cooperation.subgroup1_flag,
10444,$crs_establishment.contracts.agency_cooperation.subgroup1_name,
10445,$crs_establishment.contracts.agency_cooperation.subgroup2_flag,
10446,$crs_establishment.contracts.agency_cooperation.subgroup2_name,
10447,$crs_establishment.contracts.agency_number,
10448,$crs_establishment.contracts.agency_type_1.code,
10449,$crs_establishment.contracts.agency_type_1.de,
10450,$crs_establishment.contracts.agency_type_1.en,
10451,$crs_establishment.contracts.agency_type_2,
10452,$crs_establishment.contracts.agency_types_allowed,
10453,$crs_establishment.contracts.airtours_bc,
10454,$crs_establishment.contracts.airtours_bc_code,
10455,$crs_establishment.contracts.bank_accounts.account_number,CCN
10456,$crs_establishment.contracts.bank_accounts.bank_city,
10457,$crs_establishment.contracts.bank_accounts.bank_code,
10458,$crs_establishment.contracts.bank_accounts.bank_country_code.de,
10459,$crs_establishment.contracts.bank_accounts.bank_country_code.en,
10460,$crs_establishment.contracts.bank_accounts.bank_country_code.iso1,
10461,$crs_establishment.contracts.bank_accounts.bank_country_code.iso2,
10462,$crs_establishment.contracts.bank_accounts.bank_country_code.iso3,
10463,$crs_establishment.contracts.bank_accounts.bank_name,
10464,$crs_establishment.contracts.bank_accounts.bic,
10465,$crs_establishment.contracts.bank_accounts.currency,
10466,$crs_establishment.contracts.bank_accounts.iban,CCN
10467,$crs_establishment.contracts.bank_accounts.sepa_mandate_reference,
10468,$crs_establishment.contracts.bank_accounts.sepa_valid_from,
10469,$crs_establishment.contracts.bank_accounts.valid_from,
10470,$crs_establishment.contracts.bank_accounts.valid_through,
10471,$crs_establishment.contracts.billing_agency,
10472,$crs_establishment.contracts.billing_documents_email,EMAIL
10473,$crs_establishment.contracts.billing_documents_online,
10474,$crs_establishment.contracts.billing_documents_other_email,EMAIL
10475,$crs_establishment.contracts.billing_documents_other_online,
10476,$crs_establishment.contracts.billing_shipping_agency,
10477,$crs_establishment.contracts.brands.brand.brand_name,
10478,$crs_establishment.contracts.brands.brand.client.code,
10479,$crs_establishment.contracts.brands.brand.client.de,
10480,$crs_establishment.contracts.brands.brand.client.en,
10481,$crs_establishment.contracts.brands.brand.short_name,
10482,$crs_establishment.contracts.brands.contract_end,
10483,$crs_establishment.contracts.brands.contract_start,
10484,$crs_establishment.contracts.brands.product_type,
10485,$crs_establishment.contracts.brands.statecode,
10486,$crs_establishment.contracts.brands.status,
10487,$crs_establishment.contracts.bs_number,
10488,$crs_establishment.contracts.bs_number_str,
10489,$crs_establishment.contracts.catalog_language,
10490,$crs_establishment.contracts.ch_bonus_card_flag,
10491,$crs_establishment.contracts.ch_crs,
10492,$crs_establishment.contracts.ch_customer_hedge,
10493,$crs_establishment.contracts.ch_system,
10494,$crs_establishment.contracts.ch_transmission_type,
10495,$crs_establishment.contracts.channel_target,
10496,$crs_establishment.contracts.check_fly,
10497,$crs_establishment.contracts.client.code,
10498,$crs_establishment.contracts.client.de,
10499,$crs_establishment.contracts.client.en,
10500,$crs_establishment.contracts.commision_set.client.code,
10501,$crs_establishment.contracts.commision_set.client.de,
10502,$crs_establishment.contracts.commision_set.client.en,
10503,$crs_establishment.contracts.commision_set.commissions.booking_from,
10504,$crs_establishment.contracts.commision_set.commissions.booking_to,
10505,$crs_establishment.contracts.commision_set.commissions.brand.brand_name,
10506,$crs_establishment.contracts.commision_set.commissions.brand.client.code,
10507,$crs_establishment.contracts.commision_set.commissions.brand.client.de,
10508,$crs_establishment.contracts.commision_set.commissions.brand.client.en,
10509,$crs_establishment.contracts.commision_set.commissions.brand.short_name,
10510,$crs_establishment.contracts.commision_set.commissions.commission,
10511,$crs_establishment.contracts.commision_set.commissions.component_category,
10512,$crs_establishment.contracts.commision_set.commissions.component_type,
10513,$crs_establishment.contracts.commision_set.commissions.departure_from,
10514,$crs_establishment.contracts.commision_set.commissions.depature_to,
10515,$crs_establishment.contracts.commision_set.commissions.extra_component_type_accomodation,
10516,$crs_establishment.contracts.commision_set.commissions.extra_component_type_ancillary,
10517,$crs_establishment.contracts.commision_set.commissions.extra_component_type_flight,
10518,$crs_establishment.contracts.commision_set.commissions.extra_component_type_transfer,
10519,$crs_establishment.contracts.commision_set.commissions.haul_type,
10520,$crs_establishment.contracts.commision_set.commissions.product_group,
10521,$crs_establishment.contracts.commision_set.commissions.product_type,
10522,$crs_establishment.contracts.commision_set.commissions.product_type_commercial,
10523,$crs_establishment.contracts.commision_set.commissions.statecode,
10524,$crs_establishment.contracts.commision_set.title,
10525,$crs_establishment.contracts.commision_set.turnover_group,
10526,$crs_establishment.contracts.commision_set.valid_from,
10527,$crs_establishment.contracts.commision_set.valid_to,
10528,$crs_establishment.contracts.commisions.details,
10529,$crs_establishment.contracts.commisions.valid_from,
10530,$crs_establishment.contracts.commisions.valid_through,
10531,$crs_establishment.contracts.commisions.value,
10532,$crs_establishment.contracts.commission_prepayment_rate,
10533,$crs_establishment.contracts.commission_rate,
10534,$crs_establishment.contracts.commission_rate_string,
10535,$crs_establishment.contracts.contract_changed,
10536,$crs_establishment.contracts.contract_end,
10537,$crs_establishment.contracts.contract_retail_end,
10538,$crs_establishment.contracts.contract_retail_start,
10539,$crs_establishment.contracts.contract_start,
10540,$crs_establishment.contracts.contract_type.code,
10541,$crs_establishment.contracts.contract_type.de,
10542,$crs_establishment.contracts.contract_type.en,
10543,$crs_establishment.contracts.deposits.currency,
10544,$crs_establishment.contracts.deposits.origin.code,
10545,$crs_establishment.contracts.deposits.origin.de,
10546,$crs_establishment.contracts.deposits.origin.en,
10547,$crs_establishment.contracts.deposits.type.code,
10548,$crs_establishment.contracts.deposits.type.de,
10549,$crs_establishment.contracts.deposits.type.en,
10550,$crs_establishment.contracts.deposits.valid_from,
10551,$crs_establishment.contracts.deposits.valid_through,
10552,$crs_establishment.contracts.deposits.value,
10553,$crs_establishment.contracts.direct_inkasso,
10554,$crs_establishment.contracts.disagio_controlling_flag,
10555,$crs_establishment.contracts.einvoice,
10556,$crs_establishment.contracts.entitled_to_commissions,
10557,$crs_establishment.contracts.etickets,
10558,$crs_establishment.contracts.final_settlement,
10559,$crs_establishment.contracts.franchise,
10560,$crs_establishment.contracts.id,
10561,$crs_establishment.contracts.id_agency_collection,
10562,$crs_establishment.contracts.image_logo_url,
10563,$crs_establishment.contracts.image_office_inside_url,
10564,$crs_establishment.contracts.image_office_outside_url,
10565,$crs_establishment.contracts.image_team_url,
10566,$crs_establishment.contracts.incentive,
10567,$crs_establishment.contracts.incentive_code,
10568,$crs_establishment.contracts.inkasso_type,
10569,$crs_establishment.contracts.instant_transaction,
10570,$crs_establishment.contracts.language_flag,
10571,$crs_establishment.contracts.last_modified_date,
10572,$crs_establishment.contracts.lock.reason.code,
10573,$crs_establishment.contracts.lock.reason.de,
10574,$crs_establishment.contracts.lock.reason.en,
10575,$crs_establishment.contracts.lock.terminated_by,
10576,$crs_establishment.contracts.lock.termination,
10577,$crs_establishment.contracts.lock.valid_from,
10578,$crs_establishment.contracts.lock.valid_through,
10579,$crs_establishment.contracts.main_bs_number,
10580,$crs_establishment.contracts.office_art.code,
10581,$crs_establishment.contracts.office_art.de,
10582,$crs_establishment.contracts.office_art.en,
10583,$crs_establishment.contracts.office_type.code,
10584,$crs_establishment.contracts.office_type.de,
10585,$crs_establishment.contracts.office_type.en,
10586,$crs_establishment.contracts.partner_level,
10587,$crs_establishment.contracts.partner_level_code,
10588,$crs_establishment.contracts.payment_method,
10589,$crs_establishment.contracts.posters,
10590,$crs_establishment.contracts.provalue.current_fiscal_year_flag.code,
10591,$crs_establishment.contracts.provalue.current_fiscal_year_flag.de,
10592,$crs_establishment.contracts.provalue.current_fiscal_year_flag.en,
10593,$crs_establishment.contracts.provalue.current_fiscal_year_valid_from,
10594,$crs_establishment.contracts.provalue.current_fiscal_year_valid_to,
10595,$crs_establishment.contracts.provalue.following_fiscal_year_flag.code,
10596,$crs_establishment.contracts.provalue.following_fiscal_year_flag.de,
10597,$crs_establishment.contracts.provalue.following_fiscal_year_flag.en,
10598,$crs_establishment.contracts.provalue.following_fiscal_year_valid_from,
10599,$crs_establishment.contracts.provalue.following_fiscal_year_valid_to,
10600,$crs_establishment.contracts.ranking_current_year,
10601,$crs_establishment.contracts.ranking_last_year,
10602,$crs_establishment.contracts.ranking_year_before_last,
10603,$crs_establishment.contracts.revenue_class,
10604,$crs_establishment.contracts.service_type_flag,
10605,$crs_establishment.contracts.source_market,
10606,$crs_establishment.contracts.source_market_country_flag.code,
10607,$crs_establishment.contracts.source_market_country_flag.de,
10608,$crs_establishment.contracts.source_market_country_flag.en,
10609,$crs_establishment.contracts.static_ch_documents_email,EMAIL
10610,$crs_establishment.contracts.static_documents_email,EMAIL
10611,$crs_establishment.contracts.static_documents_online,
10612,$crs_establishment.contracts.statistics_shipping_agency,
10613,$crs_establishment.contracts.statuscode,
10614,$crs_establishment.contracts.statuscode_retail,
10615,$crs_establishment.contracts.storage_name.code,
10616,$crs_establishment.contracts.storage_name.de,
10617,$crs_establishment.contracts.storage_name.en,
10618,$crs_establishment.contracts.support_structures.area,
10619,$crs_establishment.contracts.support_structures.description,
10620,$crs_establishment.contracts.support_structures.designator,
10621,$crs_establishment.contracts.support_structures.manager,
10622,$crs_establishment.contracts.support_structures.parent_support_structure.designator,
10623,$crs_establishment.contracts.support_structures.parent_support_structure.type.code,
10624,$crs_establishment.contracts.support_structures.parent_support_structure.type.de,
10625,$crs_establishment.contracts.support_structures.parent_support_structure.type.en,
10626,$crs_establishment.contracts.support_structures.regional_number,
10627,$crs_establishment.contracts.support_structures.type.code,
10628,$crs_establishment.contracts.support_structures.type.de,
10629,$crs_establishment.contracts.support_structures.type.en,
10630,$crs_establishment.contracts.taskmanager,
10631,$crs_establishment.contracts.tickets_print_online,
10632,$crs_establishment.contracts.transaction,
10633,$crs_establishment.contracts.transfer_form,
10634,$crs_establishment.contracts.travel_documents_print_neutral,
10635,$crs_establishment.contracts.travel_documents_recipent,
10636,$crs_establishment.contracts.travelagent_club,
10637,$crs_establishment.contracts.travelagent_club_discount_percent,
10638,$crs_establishment.contracts.travelagent_club_status_color,
10639,$crs_establishment.contracts.tui_commision_set.client.code,
10640,$crs_establishment.contracts.tui_commision_set.client.de,
10641,$crs_establishment.contracts.tui_commision_set.client.en,
10642,$crs_establishment.contracts.tui_commision_set.commissions.booking_from,
10643,$crs_establishment.contracts.tui_commision_set.commissions.booking_to,
10644,$crs_establishment.contracts.tui_commision_set.commissions.brand.brand_name,
10645,$crs_establishment.contracts.tui_commision_set.commissions.brand.client.code,
10646,$crs_establishment.contracts.tui_commision_set.commissions.brand.client.de,
10647,$crs_establishment.contracts.tui_commision_set.commissions.brand.client.en,
10648,$crs_establishment.contracts.tui_commision_set.commissions.brand.short_name,
10649,$crs_establishment.contracts.tui_commision_set.commissions.commission,
10650,$crs_establishment.contracts.tui_commision_set.commissions.component_category,
10651,$crs_establishment.contracts.tui_commision_set.commissions.component_type,
10652,$crs_establishment.contracts.tui_commision_set.commissions.departure_from,
10653,$crs_establishment.contracts.tui_commision_set.commissions.depature_to,
10654,$crs_establishment.contracts.tui_commision_set.commissions.extra_component_type_accomodation,
10655,$crs_establishment.contracts.tui_commision_set.commissions.extra_component_type_ancillary,
10656,$crs_establishment.contracts.tui_commision_set.commissions.extra_component_type_flight,
10657,$crs_establishment.contracts.tui_commision_set.commissions.extra_component_type_transfer,
10658,$crs_establishment.contracts.tui_commision_set.commissions.haul_type,
10659,$crs_establishment.contracts.tui_commision_set.commissions.product_group,
10660,$crs_establishment.contracts.tui_commision_set.commissions.product_type,
10661,$crs_establishment.contracts.tui_commision_set.commissions.product_type_commercial,
10662,$crs_establishment.contracts.tui_commision_set.commissions.statecode,
10663,$crs_establishment.contracts.tui_commision_set.title,
10664,$crs_establishment.contracts.tui_commision_set.turnover_group,
10665,$crs_establishment.contracts.tui_commision_set.valid_from,
10666,$crs_establishment.contracts.tui_commision_set.valid_to,
10667,$crs_establishment.contracts.tui_stars_provision,
10668,$crs_establishment.contracts.tui_stars_provision_string,
10669,$crs_establishment.contracts.turnover_group,
10670,$crs_establishment.contracts.vat,
10671,$crs_establishment.contracts.website_flag,
10672,$crs_establishment.contracts.send_email_confirmation,
10673,$crs_establishment.contracts.agency_value,
10674,$main_number,
10675,$sub_number,
10676,$portfolioIdentifiers.portfolioIdentifierType,
10677,$portfolioIdentifiers.portfolioIdentifier,
10678,$portfolioIdentifiers.portfolioShortName,
10679,$portfolioIdentifiers.portfolioLongName,
10680,$effectiveDate,
10681,$effectiveAsAtDate,
10682,$holdingCut,
10683,$portfolioHoldings.securityIdentifiers.securityIdentifier,
10684,$portfolioHoldings.securityIdentifiers.securityIdentifierType,
10685,$portfolioHoldings.holdingType,
10686,$portfolioHoldings.heldQuantity,
10687,$additionalInformation.securityIdentifiers.securityIdentifier,
10688,$additionalInformation.securityIdentifiers.securityIdentifierType,
10689,$additionalInformation.corporateActionFlag,
10690,$additionalInformation.tradingCurrency,
10691,$portfolioHoldingValuations.securityIdentifiers.securityIdentifier,
10692,$portfolioHoldingValuations.securityIdentifiers.securityIdentifierType,
10693,$portfolioHoldingValuations.holdingType,
10694,$portfolioHoldingValuations.bookCostBase,
10695,$portfolioHoldingValuations.bookCostLocal,
10696,$portfolioHoldingValuations.marketValueBase,
10697,$portfolioHoldingValuations.marketValueLocal,
10698,$portfolioHoldingValuations.accruedIncomeBase,
10699,$portfolioHoldingValuations.accruedIncomeLocal,
10700,$portfolioHoldingValuations.percentageTotalNetAsset,
10701,$portfolioHoldingValuations.securityPrice,
10702,$portfolioHoldingValuations.fxRate,
10703,$valuationType,
10704,$portfolioValuation.valuationDate,
10705,$portfolioValuation.shareClassLevel,
10706,$portfolioValuation.portfolioBaseCurrency,
10707,$portfolioValuation.totalAssetBase,
10708,$portfolioValuation.totalLiabilitiesBase,
10709,$portfolioValuation.totalNetAssetBase,
10710,$portfolioValuation.adjTotalNetAssetBase,
10711,$portfolioValuation.totalNetAssetUSD,
10712,$portfolioValuation.cashHeldBase,
10713,$portfolioValuation.cashHeldNonBase,
10714,$portfolioValuation.sharesOutstanding,
